,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,EMG9,EMG10,EMG11,EMG12,EMG13,EMG14,EMG15,EMG16
9208,4.234240189509136e-06,6.442524458986615e-06,4.128167437072999e-06,5.817048007874355e-06,4.843682932413971e-06,6.6430834327058385e-06,3.2099011948648997e-06,2.372054378372384e-06,6.8308835954970245e-06,7.271604075960463e-05,3.1190005598875514e-05,9.6700909964265e-06,6.000744354562252e-06,5.704195600199737e-06,1.5414891452866883e-06,1.6759782208543338e-06
9209,4.307325558810462e-06,6.173293976368434e-06,4.171040411224048e-06,5.852228296994408e-06,4.801011146118592e-06,6.909671943697735e-06,3.350296587528538e-06,2.357803861725606e-06,6.807002078812685e-06,7.155069077732925e-05,3.165613595286151e-05,1.0354311470442379e-05,6.036636450894949e-06,5.5440538859651325e-06,1.5382023649381083e-06,1.636474976436249e-06
9210,4.374861528214443e-06,5.928755788725844e-06,4.206056532433986e-06,5.8918730389676785e-06,4.746911583326762e-06,7.1725792627274566e-06,3.499209531773243e-06,2.345047536667178e-06,6.7810409280993995e-06,7.00712705505172e-05,3.193321397967622e-05,1.109677265278322e-05,6.059671303310495e-06,5.395852753986386e-06,1.5337642949889602e-06,1.5976674679236236e-06
9211,4.434760994881818e-06,5.707882766941913e-06,4.2330457191476695e-06,5.935987978910772e-06,4.683427825915592e-06,7.43314604483211e-06,3.657656427637718e-06,2.3331097000482e-06,6.752514730782761e-06,6.829587257839576e-05,3.2024457291799754e-05,1.1887435554654102e-05,6.072045693044657e-06,5.259119271490789e-06,1.5280974732227928e-06,1.5601535653689014e-06
9212,4.485395805996161e-06,5.509876988316617e-06,4.2523753012697455e-06,5.984180172828905e-06,4.612348238209197e-06,7.691840752177674e-06,3.8266047505037055e-06,2.3209078283064558e-06,6.72066302172761e-06,6.625370418935482e-05,3.194080476340326e-05,1.2717311667864267e-05,6.07574333961713e-06,5.13299782894143e-06,1.5213925038179818e-06,1.5243718081856878e-06
9213,4.525912993968278e-06,5.3344180157957205e-06,4.2650008544173e-06,6.035315961709446e-06,4.535510085852513e-06,7.948310323278797e-06,4.00672910484171e-06,2.3070559812691504e-06,6.684717439303382e-06,6.399020627856374e-05,3.170268748188682e-05,1.3578109976361711e-05,6.072944945231798e-06,5.016579151608146e-06,1.5139008833050036e-06,1.4905623063555408e-06
9214,4.55631749368153e-06,5.1815572205749405e-06,4.272282339739028e-06,6.087370230635726e-06,4.454950408192183e-06,8.201391638605023e-06,4.198229683894587e-06,2.29008081085174e-06,6.644542036683095e-06,6.156741744630074e-05,3.133818875958051e-05,1.4461066058315176e-05,6.066230442431999e-06,4.909356729826694e-06,1.5057653337580612e-06,1.4588280439871626e-06
9215,4.5774178457913065e-06,5.051502348066522e-06,4.275525294752105e-06,6.137719813563888e-06,4.372766885037108e-06,8.449331381567726e-06,4.400806759817931e-06,2.268744579124979e-06,6.601504645288181e-06,5.90581651016573e-05,3.087941666405761e-05,1.5356022853729146e-05,6.058363233574033e-06,4.811523998195797e-06,1.4970593078081424e-06,1.4293049775525215e-06
9216,4.590678724887143e-06,4.944480735630155e-06,4.275613887629561e-06,6.183830496539124e-06,4.291135923774989e-06,8.690339605922995e-06,4.613729831966958e-06,2.242338998297127e-06,6.558773588196215e-06,5.6536105750589474e-05,3.0358598542442043e-05,1.625168463540842e-05,6.05185405560711e-06,4.724040449789529e-06,1.4879819212525053e-06,1.402314336180544e-06
9217,4.597914119728036e-06,4.860621998500311e-06,4.272946237064846e-06,6.223991936448469e-06,4.212538334198251e-06,8.923212206913865e-06,4.8358401131358485e-06,2.2107703871994406e-06,6.520575644321409e-06,5.406695911413104e-05,2.980475073540208e-05,1.7136761365345498e-05,6.04852404158982e-06,4.64832089928053e-06,1.479017998374935e-06,1.3783591578472015e-06
9218,4.600877417289392e-06,4.79977549798231e-06,4.267442216212424e-06,6.257729490840219e-06,4.139676305847571e-06,9.147690937170924e-06,5.065495560566452e-06,2.174425176871793e-06,6.491062819070457e-06,5.170422740679487e-05,2.9241539383177567e-05,1.8001121605106785e-05,6.0492548436547535e-06,4.585666655205428e-06,1.4709326905620133e-06,1.357997019373103e-06
9219,4.6009764757401696e-06,4.761311934758547e-06,4.258618209062855e-06,6.285774478254567e-06,4.075064671903921e-06,9.364519290884907e-06,5.300564504428962e-06,2.1339869799644128e-06,6.473764625498726e-06,4.948863613254352e-05,2.868672575988657e-05,1.8836532543549898e-05,6.053971471753774e-06,4.536861110502061e-06,1.4646086739331342e-06,1.3417357049704723e-06
9220,4.599247979486025e-06,4.744044819435591e-06,4.24587167242541e-06,6.309649621462754e-06,4.020802265001754e-06,9.575299894928874e-06,5.538488460341363e-06,2.090340783634055e-06,6.471748036014116e-06,4.744924518307975e-05,2.815281682778711e-05,1.9636767463427502e-05,6.061769092037549e-06,4.502084444608391e-06,1.4608472982309942e-06,1.3300013039764119e-06
9221,4.596407817057853e-06,4.7462715407038576e-06,4.2286455010787675e-06,6.330961571541049e-06,3.978654970433452e-06,9.782112096887291e-06,5.776390591351147e-06,2.0445043313777917e-06,6.487764237227696e-06,4.560480489719876e-05,2.7647874740259124e-05,2.039661178256288e-05,6.071325366247207e-06,4.481063738307396e-06,1.4602510816575363e-06,1.3231070450776663e-06
9222,4.592758378126685e-06,4.765746513877987e-06,4.206202423066039e-06,6.3506389449556036e-06,3.950208656079551e-06,9.986800342364848e-06,6.011237663676097e-06,1.997519466859993e-06,6.523949848126851e-06,4.3964449285396465e-05,2.717563493485542e-05,2.111004159436115e-05,6.081663694439954e-06,4.473401452900754e-06,1.4631904174789113e-06,1.3211975833325783e-06
9223,4.588176365250371e-06,4.799537684039793e-06,4.177340695179713e-06,6.368494125419122e-06,3.936873954179552e-06,1.0190104031885387e-05,6.240092685241675e-06,1.950426029879682e-06,6.581430874892875e-06,4.252765486093829e-05,2.6734959829263397e-05,2.176953726414806e-05,6.092623638103031e-06,4.478866333115199e-06,1.4698087009338167e-06,1.3242279473997765e-06
9224,4.582465914241208e-06,4.844048393388739e-06,4.140352658434087e-06,6.383298793422541e-06,3.939656980179784e-06,1.0391105975785196e-05,6.460444797936125e-06,1.9043327641067083e-06,6.660227423269977e-06,4.128439571716387e-05,2.6319655587919983e-05,2.2367899972101015e-05,6.104505191631831e-06,4.497375011184079e-06,1.4800489213289346e-06,1.332000126459591e-06
9225,4.575778187939734e-06,4.895447651778856e-06,4.0931357593197935e-06,6.3931955164855255e-06,3.958847532891082e-06,1.05873242177829e-05,6.670458644793211e-06,1.8603951101256078e-06,6.75938347291893e-06,4.0216280304838676e-05,2.5919652791853532e-05,2.290101575701385e-05,6.117504121187185e-06,4.528793236925601e-06,1.493677123760378e-06,1.3442142387043851e-06
9226,4.568680424553411e-06,4.950331840421876e-06,4.0334436674289065e-06,6.396148520765761e-06,3.993917208856094e-06,1.0775223268244414e-05,6.868952277919915e-06,1.8197544290933721e-06,6.877102890688763e-06,3.929830392899823e-05,2.55232726595375e-05,2.336937364581095e-05,6.131554663789038e-06,4.572999477425845e-06,1.5102989215021971e-06,1.3605335899496047e-06
9227,4.5619356230579096e-06,5.006199341951505e-06,3.959393355570684e-06,6.390298517313431e-06,4.043774768974529e-06,1.0950712815467927e-05,7.055121429912017e-06,1.7835882587609839e-06,7.010792170178491e-06,3.850024039914509e-05,2.511951291351704e-05,2.377810785713672e-05,6.14615050023666e-06,4.63024949166545e-06,1.529415564172047e-06,1.3806750468438677e-06
9228,4.556220080854141e-06,5.061473800105478e-06,3.870094818590712e-06,6.374211997881583e-06,4.1072000766600006e-06,1.1109477395375222e-05,7.22822473605762e-06,1.7531144206780632e-06,7.1569499126372515e-06,3.778739461940974e-05,2.4699537639509866e-05,2.4136420146173837e-05,6.159974819603756e-06,4.701376015271696e-06,1.5505324073761423e-06,1.4044272458210827e-06
9229,4.551842604598181e-06,5.115089233335388e-06,3.766076190919155e-06,6.346990656071141e-06,4.183025736925309e-06,1.1247295752350984e-05,7.387360082131508e-06,1.7294614807517948e-06,7.310964150099465e-06,3.712180154385333e-05,2.4256729246193647e-05,2.4456706970873154e-05,6.1709943167459125e-06,4.787834851666484e-06,1.5733058334542237e-06,1.4315557636026116e-06
9230,4.5485273599206905e-06,5.165936961546131e-06,3.6492736152539837e-06,6.308201523609611e-06,4.269893932237595e-06,1.1360637244137908e-05,7.531215909702989e-06,1.7135727934514562e-06,7.467129812476331e-06,3.6465500468703525e-05,2.378508149840585e-05,2.4752854295265984e-05,6.177269484231469e-06,4.8919936357975686e-06,1.597709672379094e-06,1.4617264188750547e-06
9231,4.545427932188943e-06,5.212625933799247e-06,3.5225577274860047e-06,6.257698651671213e-06,4.365984089384972e-06,1.1447559744474803e-05,7.657693101233307e-06,1.7061924298135146e-06,7.619200880455595e-06,3.5785966616972815e-05,2.327725968609468e-05,2.503767604874111e-05,6.177818635138091e-06,5.01727698424329e-06,1.624082285015732e-06,1.4945139496965005e-06
9232,4.541431915818246e-06,5.2535793661353075e-06,3.3890270304504293e-06,6.195503545938354e-06,4.4690816647514255e-06,1.150837271352756e-05,7.763712222190745e-06,1.707839275506508e-06,7.761398906225147e-06,3.5061027669448975e-05,2.2724344227722205e-05,2.5321210595947657e-05,6.172714271073223e-06,5.167598724235778e-06,1.6529313614508138e-06,1.5294503821580129e-06
9233,4.535535806492928e-06,5.287020379910198e-06,3.2515137817891446e-06,6.121842380986613e-06,4.576853710388331e-06,1.1545399963517049e-05,7.845681214266105e-06,1.7187530291468613e-06,7.889367229992638e-06,3.427927842077424e-05,2.2117358456637655e-05,2.5611113967475606e-05,6.1623559635607385e-06,5.346466824849541e-06,1.684663956526862e-06,1.5661152101555818e-06
9234,4.526974128309634e-06,5.3107560998400984e-06,3.1125123370337517e-06,6.037271815075505e-06,4.687089023140526e-06,1.1561760346910748e-05,7.900526326732378e-06,1.7388853909614444e-06,8.000430990749655e-06,3.34352259045802e-05,2.1449096769487715e-05,2.5913968300064087e-05,6.146628510666116e-06,5.556395527548807e-06,1.71951872288335e-06,1.6042512527372344e-06
9235,4.515025311852073e-06,5.322090322063881e-06,2.974238407191557e-06,5.942757447513257e-06,4.7977877624374505e-06,1.155979552190064e-05,7.92664326754849e-06,1.7679798775678107e-06,8.092999849008529e-06,3.2524441322497395e-05,2.0715578820139087e-05,2.6236241614757607e-05,6.124622935086063e-06,5.798726042866706e-06,1.7577329647795554e-06,1.6438192494541855e-06
9236,4.498723545031045e-06,5.318004309560772e-06,2.8385592315260967e-06,5.839616208582547e-06,4.907001709782823e-06,1.1540023433678805e-05,7.924303974158538e-06,1.8056620783169506e-06,8.165780189435301e-06,3.1543121036783304e-05,1.991727231701037e-05,2.6585072606035307e-05,6.094991519598443e-06,6.073812643186023e-06,1.7996931028544683e-06,1.6849774471470216e-06
9237,4.476758951087017e-06,5.295557346669224e-06,2.706962186818816e-06,5.7292842951950715e-06,5.012612857876384e-06,1.1500987512727481e-05,7.895559218945454e-06,1.8514759767124012e-06,8.217507337317928e-06,3.0489261272335017e-05,1.9059837917743273e-05,2.696904908817906e-05,6.056512361709356e-06,6.381526278731642e-06,1.8458493126182118e-06,1.7280525310970417e-06
9238,4.447645435189001e-06,5.252466758576487e-06,2.580725086731148e-06,5.612913356483584e-06,5.112458047938392e-06,1.1439679099697815e-05,7.843892938328028e-06,1.904965172922241e-06,8.247067822489987e-06,2.9362108907296993e-05,1.8153820069795966e-05,2.739841735848717e-05,6.008481378570993e-06,6.721682511362909e-06,1.8965056683452627e-06,1.7734928355791291e-06
9239,4.409991620586638e-06,5.1877309645121004e-06,2.461083356109435e-06,5.490931855320758e-06,5.204662784545905e-06,1.1352251009119025e-05,7.77375666698808e-06,1.9657970589803598e-06,8.253406408135976e-06,2.816139628562776e-05,1.721309242899708e-05,2.7883942605586108e-05,5.950747346065861e-06,7.093967426725853e-06,1.9517038432326685e-06,1.8217376471629881e-06
9240,4.362610800030712e-06,5.102045386150244e-06,2.3491589974611215e-06,5.3628965451674e-06,5.287594494478221e-06,1.123502723784323e-05,7.68997828885219e-06,2.033731011954596e-06,8.23505585360271e-06,2.6888532084852592e-05,1.6252600301506047e-05,2.8434624521346373e-05,5.883352289415683e-06,7.497485063461127e-06,2.0112230470910943e-06,1.8730408000386633e-06
9241,4.304343403019957e-06,4.9977936965915515e-06,2.245745047440719e-06,5.227828163171965e-06,5.359459287498437e-06,1.108562774063374e-05,7.597115331097245e-06,2.108457128522408e-06,8.189935971151872e-06,2.5549324315830917e-05,1.5286257386138138e-05,2.905634246328921e-05,5.80621021639387e-06,7.930351752789114e-06,2.0746049419366597e-06,1.927374066574627e-06
9242,4.2338301187050425e-06,4.878543913512562e-06,2.1511971785525115e-06,5.084789286712025e-06,5.418180604248417e-06,1.0903791329647397e-05,7.498967129532977e-06,2.1895103576355684e-06,8.116036623815285e-06,2.4156017571264604e-05,1.4325535421910409e-05,2.9753214347950774e-05,5.719383673025343e-06,8.389441235444688e-06,2.141159553702008e-06,1.984499058520205e-06
9243,4.14969963789847e-06,4.748217372630148e-06,2.0655436346227607e-06,4.933316041193131e-06,5.461800604882447e-06,1.0691583850200133e-05,7.398387912729356e-06,2.276222504761024e-06,8.0125110272919e-06,2.2726654960472863e-05,1.3378959513268718e-05,3.0530487344486605e-05,5.623778292748909e-06,8.870135864726462e-06,2.2099730817179583e-06,2.0441444486014916e-06
9244,4.0512340601312365e-06,4.610331602073772e-06,1.9887208863145765e-06,4.773549437022044e-06,5.489109258282401e-06,1.0452959140589811e-05,7.2972635630486295e-06,2.36760043994133e-06,7.880256913928719e-06,2.1281826735380443e-05,1.2452486906920116e-05,3.139635313629039e-05,5.521612693252187e-06,9.366198696118063e-06,2.279963119981908e-06,2.1060626520151213e-06
9245,3.938959994253731e-06,4.467651700071341e-06,1.9207353265654166e-06,4.606149461594264e-06,5.500205580850232e-06,1.0192902887641256e-05,7.19639816974225e-06,2.46222405197185e-06,7.721805888673483e-06,1.9840925409956503e-05,1.1550345633275974e-05,3.2361369855252006e-05,5.416319134680923e-06,9.87008455727329e-06,2.350065807611406e-06,2.169870424370927e-06
9246,3.8146302264075563e-06,4.322173416802022e-06,1.8616442617253779e-06,4.432168448281873e-06,5.496725435142919e-06,9.91651002556029e-06,7.095324260001593e-06,2.5583190206633086e-06,7.5409236530249835e-06,1.8420069072372828e-05,1.0675761627941687e-05,3.343580410992075e-05,5.3119245109788e-06,1.037379019929871e-05,2.4195614064689078e-06,2.234860024901807e-06
9247,3.680634830766323e-06,4.175149253666922e-06,1.811482562473137e-06,4.252999286317668e-06,5.481459627109862e-06,9.628205228201908e-06,6.99237522378468e-06,2.6540482616550487e-06,7.342224031893915e-06,1.7032010139544588e-05,9.831327290251912e-06,3.462658098090031e-05,5.212264075190099e-06,1.0870000123575792e-05,2.488355214166779e-06,2.2999717701674507e-06
9248,3.5393652067540687e-06,4.027157869034951e-06,1.7703233373458148e-06,4.070377466791124e-06,5.457556249396565e-06,9.331139837538056e-06,6.88520956567284e-06,2.747914412844801e-06,7.130831615954849e-06,1.5686961138558236e-05,9.019146625574805e-06,3.5935996522390215e-05,5.1205110637467285e-06,1.1352969828577485e-05,2.5570098745666878e-06,2.3639350541849812e-06
9249,3.392914046181094e-06,3.878369868303916e-06,1.7384316717450963e-06,3.886352943891012e-06,5.427999201191301e-06,9.026943491441446e-06,6.771494419912518e-06,2.839058957726261e-06,6.9120239982434916e-06,1.4393445636434844e-05,8.241003042032473e-06,3.736254624666229e-05,5.039209968417414e-06,1.1818557460104656e-05,2.6264743008482973e-06,2.4254970306464775e-06
9250,3.2430099302432873e-06,3.7289118126384126e-06,1.7162789681689358e-06,3.703170917842159e-06,5.3956238906542945e-06,8.716037547608453e-06,6.649342929302059e-06,2.927316164994491e-06,6.690837244551837e-06,1.3158783129574665e-05,7.498621417864063e-06,3.89020963440947e-05,4.970541470013606e-06,1.226330231499571e-05,2.6976540910997255e-06,2.4836528979420473e-06
9251,3.091134413101963e-06,3.5791675527779794e-06,1.7043325891504084e-06,3.5230306054663936e-06,5.363207930190787e-06,8.398282671789992e-06,6.517454485322775e-06,3.0130780708975863e-06,6.471661114513648e-06,1.1989085705123767e-05,6.7939090151186275e-06,4.054784609384115e-05,4.916486725720205e-06,1.268305342295527e-05,2.7711147465716663e-06,2.5377461352698067e-06
9252,2.938892279871684e-06,3.4299942157570595e-06,1.7028053232870383e-06,3.3477795009906983e-06,5.3332590281608146e-06,8.073576219457132e-06,6.375183814575177e-06,3.097088981143093e-06,6.257920886707341e-06,1.0889051387383008e-05,6.1290600787530704e-06,4.2288809920018685e-05,4.87883323515755e-06,1.3071942138996986e-05,2.847102491751932e-06,2.587332970162105e-06
9253,2.788269909692847e-06,3.2828255371283923e-06,1.7115537169830811e-06,3.1787512810010602e-06,5.307598059916163e-06,7.742365704698783e-06,6.222699837776444e-06,3.180175898789816e-06,6.052144567702264e-06,9.862016728573123e-06,5.506459630724444e-06,4.4107596225726894e-05,4.859038445658419e-06,1.3422337015723852e-05,2.925735804072995e-06,2.631974665482839e-06
9254,2.64143764105569e-06,3.139614331746058e-06,1.7301382804414368e-06,3.0168771695172165e-06,5.287030119199807e-06,7.406156047964718e-06,6.0611724087724444e-06,3.262919973241717e-06,5.856604146001628e-06,8.91029066381897e-06,4.928369606532843e-06,4.597947285327285e-05,4.857960336054068e-06,1.3726004477954452e-05,3.0070411388642215e-06,2.6712851868615392e-06
9255,2.5004260818526774e-06,3.002626532762867e-06,1.7579890432202873e-06,2.8629122151962127e-06,5.271314872015008e-06,7.067819664462672e-06,5.892801873386049e-06,3.3454426532209306e-06,5.674085667652746e-06,8.035319796230916e-06,4.396518642912011e-06,4.787408539501437e-05,4.875686363301313e-06,1.3976222471750237e-05,3.0907803890524216e-06,2.7052312051828528e-06
9256,2.3670570371052024e-06,2.8741995941567807e-06,1.7945965996620723e-06,2.71756534440032e-06,5.25944410706687e-06,6.73143836986894e-06,5.720572968290776e-06,3.4274363409829852e-06,5.508034623394269e-06,7.237453710936389e-06,3.911816579020296e-06,4.975833334127469e-05,4.911684405733143e-06,1.4169722232431805e-05,3.1763964394492045e-06,2.7343317723385903e-06
9257,2.2429797352716975e-06,2.756644068216802e-06,1.8395976414008087e-06,2.5814862562672066e-06,5.25005701465534e-06,6.401697560616469e-06,5.547756155993053e-06,3.508304132267057e-06,5.361943626492868e-06,6.515655578550564e-06,3.4743019768740655e-06,5.159778901710717e-05,4.965115499231135e-06,1.4306725902878478e-05,3.2632686142343643e-06,2.759568595818542e-06
9258,2.1295975168089146e-06,2.652297774215944e-06,1.892684400034874e-06,2.4551524283613083e-06,5.241758326463024e-06,6.083122095498747e-06,5.3773075204342386e-06,3.5872338535657558e-06,5.238642377412369e-06,5.867597711058292e-06,3.083225823974323e-06,5.3355413520413326e-05,5.035010340642364e-06,1.4388923882770516e-05,3.3510666268558263e-06,2.7821336014935515e-06
9259,2.0279499737108677e-06,2.5635066268250734e-06,1.9534305309834283e-06,2.3387695427760374e-06,5.233181848335542e-06,5.779447764356238e-06,5.211457603026583e-06,3.663196538061526e-06,5.140126392230643e-06,5.29012010710287e-06,2.7371387295209657e-06,5.498870772640918e-05,5.12026564617677e-06,1.4417761802416926e-05,3.4399749322888617e-06,2.8031658999489693e-06
9260,1.938664633808314e-06,2.492444312426926e-06,2.021182289671178e-06,2.2323293494381602e-06,5.222845348531302e-06,5.493324008848126e-06,5.051737656005414e-06,3.734938469246113e-06,5.0678256183165705e-06,4.7796640169244645e-06,2.433980156746127e-06,5.644975656576068e-05,5.219574598982491e-06,1.439466366480955e-05,3.530753155367496e-06,2.8235271529286153e-06
9261,1.8619853661680138e-06,2.440931041231944e-06,2.0950265502357193e-06,2.1357851158904098e-06,5.2090351371151595e-06,5.226412113159061e-06,4.899324269189396e-06,3.8010036203665803e-06,5.022764361226564e-06,4.3324266292896626e-06,2.1711816654460238e-06,5.769185987453618e-05,5.331307810742942e-06,1.4321938678165655e-05,3.624597558113192e-06,2.8436478937858155e-06
9262,1.7978632172919945e-06,2.4103313217678257e-06,2.173751908998135e-06,2.049127665627344e-06,5.189949689505883e-06,4.9796883166192416e-06,4.755290101300541e-06,3.859770109138556e-06,5.0054923114878075e-06,3.944363054452347e-06,1.9457148723591848e-06,5.8679479304798764e-05,5.45333270396905e-06,1.4202891516961534e-05,3.7227699691741847e-06,2.8634536097274153e-06
9263,1.7461179817348938e-06,2.4014845002409172e-06,2.255790627869668e-06,1.972289914377948e-06,5.164093902451526e-06,4.7535933047233805e-06,4.620496975421516e-06,3.909508001815235e-06,5.016150837083517e-06,3.611303126179603e-06,1.7540969033636829e-06,5.939428681649591e-05,5.582817284501638e-06,1.4041199745248746e-05,3.826133208423113e-06,2.8823121274563834e-06
9264,1.7065702041095677e-06,2.4146799685113984e-06,2.3391752732386435e-06,1.9050413721273765e-06,5.130637694826059e-06,4.547920897124277e-06,4.4952529502079286e-06,3.948507610668405e-06,5.054749390775333e-06,3.32926145971734e-06,1.5924838272077392e-06,5.983378464615492e-05,5.716081377298827e-06,1.3840042143742868e-05,3.934828531392014e-06,2.898979656469961e-06
9265,1.6790093942454506e-06,2.4497564719863207e-06,2.4215576882512898e-06,1.846995044122238e-06,5.089365886516453e-06,4.361703120322214e-06,4.379075231838761e-06,3.975255109642991e-06,5.121304847490002e-06,3.0948000523574972e-06,1.4569534064761142e-06,6.0004265431796954e-05,5.8486550327610785e-06,1.3601213650605282e-05,4.048177915256967e-06,2.911625100349183e-06
9266,1.6630714706776076e-06,2.5063565787052795e-06,2.5003662115075135e-06,1.7976474889982936e-06,5.040175052342254e-06,4.193249071950047e-06,4.270792683266203e-06,3.988574827129502e-06,5.215657661978485e-06,2.9052212708641418e-06,1.3439187919053512e-06,5.9911988225005025e-05,5.975651843060632e-06,1.3324576186286905e-05,4.1647271242045846e-06,2.9180273995214684e-06
9267,1.6581641965254575e-06,2.584223615337539e-06,2.5730917051797614e-06,1.7563653651541145e-06,4.9826458102265605e-06,4.040279558473124e-06,4.168922304406217e-06,3.987753027379919e-06,5.337201969620477e-06,2.7584545945274933e-06,1.2504255156480783e-06,5.9556206496247094e-05,6.092296197616156e-06,1.3008506430387011e-05,4.2823886814857215e-06,2.915991273683269e-06
9268,1.6634510423999377e-06,2.6833602578626943e-06,2.637555410173286e-06,1.7224145244074372e-06,4.916220358411893e-06,3.900246305473793e-06,4.072055120978589e-06,3.972709016285414e-06,5.484791771129134e-06,2.65272908894899e-06,1.1741159986522835e-06,5.8927261083602546e-05,6.1944162067390516e-06,1.2651543120038563e-05,4.398683440161394e-06,2.903917834090368e-06
9269,1.677863762117553e-06,2.8039629936979374e-06,2.692031552068488e-06,1.6950979287946122e-06,4.840804173302116e-06,3.77090473622687e-06,3.979089135232377e-06,3.944124607873794e-06,5.6567634319292415e-06,2.5862299546348194e-06,1.112936950938919e-06,5.8011037945855616e-05,6.2788621198006575e-06,1.2254316018908475e-05,4.511021625177965e-06,2.881281168521567e-06
9270,1.700147018587316e-06,2.9461792568253544e-06,2.7352593242441324e-06,1.6738721746300486e-06,4.757186833817951e-06,3.6508809819630015e-06,3.889376862871228e-06,3.903331686843884e-06,5.851127606814137e-06,2.5568402905092947e-06,1.064866692162385e-06,5.679739474019038e-05,6.343694397344158e-06,1.1820478991915198e-05,4.616997204398725e-06,2.8487107454067044e-06
9271,1.7289890386902682e-06,3.1098085640148095e-06,2.7664468243869487e-06,1.6583759465147646e-06,4.666963666349664e-06,3.539920097288225e-06,3.8028606103268235e-06,3.8519337917991084e-06,6.066265230537019e-06,2.5620169932525707e-06,1.027816712142897e-06,5.528836472346047e-05,6.3878608659002614e-06,1.1356029763719243e-05,4.714678861158152e-06,2.8076339384137113e-06
9272,1.7632511294283564e-06,3.294068410671352e-06,2.785284682242423e-06,1.6484515985647731e-06,4.572132018134948e-06,3.438686885481683e-06,3.7201063464316032e-06,3.7913559152427386e-06,6.301859243538552e-06,2.5988012512317906e-06,9.996959552571213e-07,5.3502884932694536e-05,6.410557617417429e-06,1.0867520168216188e-05,4.802761608036555e-06,2.7597338031244198e-06
9273,1.802155934673665e-06,3.497471180123618e-06,2.7919120097846496e-06,1.6441366254607275e-06,4.4747716773638155e-06,3.348213193078506e-06,3.6421404411895913e-06,3.7225147989077542e-06,6.559066491728744e-06,2.6638587259820594e-06,9.785922634475837e-07,5.1476553904428095e-05,6.410918234348309e-06,1.0360611519982109e-05,4.880408117949984e-06,2.706498288147981e-06
9274,1.8452575018197238e-06,3.717782178619414e-06,2.7867480998594115e-06,1.645536843488308e-06,4.377030851628948e-06,3.269347533141478e-06,3.5701284587130967e-06,3.6457440892118385e-06,6.839599580920465e-06,2.7535436482446705e-06,9.629328502756365e-07,4.925678115942537e-05,6.388123596008483e-06,9.83995050372403e-06,4.946786975080635e-06,2.648989895482555e-06
9275,1.8921972072673217e-06,3.952060507753647e-06,2.7702017450282804e-06,1.6526770446682025e-06,4.281275669463032e-06,3.2024987129912164e-06,3.5050076515082594e-06,3.561010840144056e-06,7.144605870016474e-06,2.864136039126141e-06,9.514666888911793e-07,4.689515107461233e-05,6.3415307597721185e-06,9.309942577727133e-06,5.0006131748735245e-06,2.587842367781327e-06
9276,1.942471167237237e-06,4.196883062671224e-06,2.742528600967863e-06,1.6654575897039263e-06,4.190145268201436e-06,3.147649506034233e-06,3.4471997694622235e-06,3.468228095730564e-06,7.474100438997762e-06,2.9921929729766064e-06,9.431048917079653e-07,4.443991034025718e-05,6.270865239181039e-06,8.775647621670946e-06,5.040067404923096e-06,2.5234166838280364e-06
9277,1.995379003359974e-06,4.448811099172955e-06,2.70403200311776e-06,1.683682107022407e-06,4.106390822454484e-06,3.104523935678504e-06,3.3964960549757895e-06,3.3674352105401938e-06,7.826793958025378e-06,3.1346829145295204e-06,9.368233947700438e-07,4.193177497183817e-05,6.176670621956322e-06,8.243357171086241e-06,5.063086206065385e-06,2.4560370174726586e-06
9278,2.050110228194483e-06,4.704939054382589e-06,2.6553565630474644e-06,1.7071419188660877e-06,4.032537682129151e-06,3.072741132948752e-06,3.35207292722784e-06,3.258895660732299e-06,8.200024583851342e-06,3.288742558912559e-06,9.317275522521705e-07,3.9403830519758565e-05,6.060741196571703e-06,7.720499239519214e-06,5.067673275992212e-06,2.386215057783834e-06
9279,2.1059165679049057e-06,4.963242167789641e-06,2.5975629315823845e-06,1.73573295420085e-06,3.970539735732793e-06,3.0517636607184686e-06,3.31253961960251e-06,3.143295518577982e-06,8.589742659721965e-06,3.4513065597808658e-06,9.271282690531798e-07,3.688310903584549e-05,5.926178996829392e-06,7.2149106630801085e-06,5.052064656242164e-06,2.314782046695796e-06
9280,2.162325838668135e-06,5.222615905108292e-06,2.532017500561123e-06,1.7694381417692746e-06,3.921602608502677e-06,3.0407242424998176e-06,3.276045922247247e-06,3.021996284309184e-06,8.990556850323016e-06,3.6190577809591042e-06,9.224804963377024e-07,3.439168726522011e-05,5.777035718427539e-06,6.7340327189684955e-06,5.014885801708506e-06,2.2429090323270317e-06
9281,2.219229499380533e-06,5.482756111464927e-06,2.4603106194072357e-06,1.8081430827849898e-06,3.886178451601951e-06,3.0383712380041277e-06,3.2405470346511776e-06,2.89707384253035e-06,9.396011006638368e-06,3.788819650171882e-06,9.172339627838553e-07,3.19472528617442e-05,5.617692638968415e-06,6.284412702304671e-06,4.955338146359303e-06,2.1719799994991164e-06
9282,2.2767213102550062e-06,5.744019207347495e-06,2.3843236149824164e-06,1.8514843422449364e-06,3.864027009040617e-06,3.0431450998235726e-06,3.204195696884954e-06,2.7710269238411043e-06,9.799253183339601e-06,3.958010834264466e-06,9.107608556829633e-07,2.95637114292254e-05,5.452181328624989e-06,5.871515877622395e-06,4.873182992534364e-06,2.103344273639831e-06
