,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6,EMG7,EMG8,EMG9,EMG10,EMG11,EMG12,EMG13,EMG14,EMG15,EMG16
4440,3.082619318583708e-06,1.4023517589605415e-06,1.8789967347895848e-06,3.0700047224616967e-06,2.322921508709187e-06,4.482198929482355e-06,3.101430107247517e-06,4.100228456564612e-06,5.572022500608509e-06,5.0724870499499365e-06,9.06525393287365e-06,4.6718490043848134e-05,3.074594865091718e-06,5.92442493635489e-06,1.1741088916351384e-06,1.5548028185806421e-06
4441,3.1215453041074733e-06,1.3370248601656748e-06,1.931122769239052e-06,3.1447430565914717e-06,2.148614453724706e-06,4.583406516111245e-06,3.1049538537476113e-06,4.115148842057944e-06,5.4929915173790305e-06,4.918970950562523e-06,8.429138366536206e-06,4.965152412291085e-05,3.073046153343778e-06,5.965831950923473e-06,1.1540322317215808e-06,1.565973146350779e-06
4442,3.152718823006666e-06,1.2929094711377346e-06,1.987545771526018e-06,3.2134685269458264e-06,1.992716680681164e-06,4.691797219853948e-06,3.1062197651293847e-06,4.121086350489533e-06,5.4150254755289755e-06,4.763976868530501e-06,7.827942659524869e-06,5.2498135373460445e-05,3.0864492531646e-06,6.011897989019048e-06,1.1328891435413588e-06,1.5813748147325811e-06
4443,3.1739218776300704e-06,1.267854536806456e-06,2.0488635871640484e-06,3.2753323317977728e-06,1.8553065100398353e-06,4.8062466215973635e-06,3.1051010888594833e-06,4.115405269165679e-06,5.340555310923682e-06,4.607513153711805e-06,7.2629648678177285e-06,5.521679999538803e-05,3.1144407149636163e-06,6.061567938004433e-06,1.1109872039565049e-06,1.600183081136906e-06
4444,3.183758904458001e-06,1.2597100684534056e-06,2.115946161727392e-06,3.32908057415524e-06,1.7361737820068844e-06,4.926034818076543e-06,3.101612305352336e-06,4.0961731192005396e-06,5.271981827411192e-06,4.450338587980121e-06,6.735322387792296e-06,5.777597407561493e-05,3.156103881800407e-06,6.112907694300239e-06,1.0889478638345148e-06,1.621285994089727e-06
4445,3.181816200637414e-06,1.2663247276695714e-06,2.189622216901902e-06,3.3732661638033812e-06,1.6348628068887692e-06,5.050401576602909e-06,3.095664565354243e-06,4.062242332257946e-06,5.211598331019072e-06,4.293656574468602e-06,6.245906553238413e-06,6.01535323806379e-05,3.2101055540266007e-06,6.1635480826755275e-06,1.067630284518231e-06,1.6432680239212023e-06
4446,3.168496624239985e-06,1.2855375200779405e-06,2.2704061587413868e-06,3.406522193715642e-06,1.5506942127023248e-06,5.178293442316687e-06,3.0868324291410696e-06,4.013416008748344e-06,5.1613893273015075e-06,4.1385918025403115e-06,5.795136632113194e-06,6.233260959190943e-05,3.275181544324759e-06,6.211568604517919e-06,1.0479562952992802e-06,1.664416440693192e-06
4447,3.1446921808486827e-06,1.3152208740728703e-06,2.3584105001715336e-06,3.4276236569817085e-06,1.4828105998734022e-06,5.30827329903031e-06,3.074345797739533e-06,3.9506054384962575e-06,5.122930307811026e-06,3.985826437175093e-06,5.38259958586707e-06,6.429502970373907e-05,3.350536883620045e-06,6.256179973586488e-06,1.0307879392400385e-06,1.6828464619052848e-06
4448,3.111571834034447e-06,1.3533330387091288e-06,2.4534226278740564e-06,3.4352745745571307e-06,1.430347066742481e-06,5.438355671856533e-06,3.057406878977541e-06,3.875901753524856e-06,5.097448758063256e-06,3.8356211348355344e-06,5.006789446618487e-06,6.601834862324218e-05,3.4356616903527593e-06,6.297694611810033e-06,1.0168553716070517e-06,1.6967923023202e-06
4449,3.070576058197425e-06,1.3978572750308997e-06,2.554971628295208e-06,3.4279760424940965e-06,1.3927648939048028e-06,5.5657395274009065e-06,3.035604060868806e-06,3.7924621509413605e-06,5.085925829085796e-06,3.6882743979607735e-06,4.66509872069405e-06,6.748090886331829e-05,3.5297821418948704e-06,6.337086295852644e-06,1.0067313834600465e-06,1.7049801283444539e-06
4450,3.0234530018842164e-06,1.4467001538860129e-06,2.6622818686921587e-06,3.404331793452565e-06,1.3700833824853637e-06,5.686656574135694e-06,3.009085264084367e-06,3.704100042506807e-06,5.089019298327373e-06,3.5445999569317737e-06,4.354129706428401e-06,6.866982163423392e-05,3.631512460418757e-06,6.375669560867004e-06,1.0008417252245561e-06,1.7068878240539437e-06
4451,2.9721746060408677e-06,1.4977458360492362e-06,2.774220648452652e-06,3.363621201185688e-06,1.3627578356439576e-06,5.796472365393616e-06,2.9784084354717964e-06,3.6146612652070067e-06,5.106809614012607e-06,3.405888200528684e-06,4.07029054119825e-06,6.958399783668585e-05,3.7388257873715177e-06,6.414727891807899e-06,9.99466253772087e-07,1.7027466349556283e-06
4452,2.9187372260773746e-06,1.5491106085419815e-06,2.889321905339984e-06,3.3062177568646705e-06,1.3713739157156046e-06,5.890060408135137e-06,2.9443253971724098e-06,3.52750683951948e-06,5.138659112284757e-06,3.273421713790499e-06,3.810370326538603e-06,7.022972740378295e-05,3.849125559693972e-06,6.454878383319056e-06,1.0027662245835287e-06,1.6933212270073963e-06
4453,2.8650192787749597e-06,1.5993556032442727e-06,3.0057685875235877e-06,3.233629369674389e-06,1.3964425140279887e-06,5.962464928214259e-06,2.907807413309989e-06,3.4453826323461893e-06,5.183289003178461e-06,3.148082038917934e-06,3.5717493796233643e-06,7.061226441893073e-05,3.959265014308079e-06,6.4956301798154645e-06,1.0108470526055008e-06,1.6796177593330188e-06
4454,2.81279960360962e-06,1.6473836875292305e-06,3.1212957007257486e-06,3.1482101636716187e-06,1.438339329324542e-06,6.009737851966441e-06,2.8702376492007343e-06,3.370599970202838e-06,5.238929800240745e-06,3.0303493162039234e-06,3.35219368010166e-06,7.073145592658755e-05,4.0656517144870065e-06,6.5355210044906e-06,1.023758285464817e-06,1.6626290142801686e-06
4455,2.763749779480731e-06,1.692176151291193e-06,3.23321217748026e-06,3.052752447325986e-06,1.497296580054636e-06,6.029665755753554e-06,2.8333825918389513e-06,3.305168071452284e-06,5.3036455093636034e-06,2.9206111285551625e-06,3.1494951143502684e-06,7.058570838602951e-05,4.16474441929053e-06,6.572640649911563e-06,1.0414266006122208e-06,1.643155165490161e-06
4456,2.7192673753301483e-06,1.732721450765914e-06,3.338685310035606e-06,2.9501002254967296e-06,1.5733623900410402e-06,6.022136237758678e-06,2.799068966479221e-06,3.2507174096387903e-06,5.375842582662152e-06,2.8195751450753732e-06,2.9614028162957595e-06,7.017855867914218e-05,4.253820542196755e-06,6.6052200826099735e-06,1.0636513568902854e-06,1.6217345830016594e-06
4457,2.6803130951723773e-06,1.7681397975819408e-06,3.4351585838789593e-06,2.842845363369179e-06,1.6663290226809805e-06,5.989063071051131e-06,2.7689365492521157e-06,3.208425996216991e-06,5.454443447304996e-06,2.7285262032735104e-06,2.7859875338058236e-06,6.952036606603916e-05,4.3313925518855e-06,6.632118817943626e-06,1.090185047087695e-06,1.5986988157625603e-06
4458,2.647393311221358e-06,1.797782909307272e-06,3.520663494020954e-06,2.7332141410271757e-06,1.7757169421456738e-06,5.933914823283113e-06,2.744445924638371e-06,3.1791250389444648e-06,5.538422607645182e-06,2.649281019734245e-06,2.622018076944876e-06,6.862383768959268e-05,4.396977644500006e-06,6.653017668192612e-06,1.12077726421059e-06,1.5742688864575696e-06
4459,2.6206734236060068e-06,1.821178088138647e-06,3.59393745867747e-06,2.623156811650871e-06,1.9008582466626858e-06,5.8609329574149e-06,2.726898432661499e-06,3.1634914313477826e-06,5.626145216226935e-06,2.5839757500727966e-06,2.4689485295567848e-06,6.749759808670404e-05,4.4506014817908145e-06,6.668115470468686e-06,1.1551469300242916e-06,1.54859772106765e-06
4460,2.600165735758583e-06,1.8378969092395726e-06,3.654432678409081e-06,2.514473284396574e-06,2.04101447645257e-06,5.774296470107954e-06,2.7172948332034586e-06,3.162162233778212e-06,5.715053668431446e-06,2.534857722285695e-06,2.3265609560900164e-06,6.614415178255347e-05,4.492426538835216e-06,6.677580027700201e-06,1.192964728892351e-06,1.5218017929845912e-06
4461,2.585866129048078e-06,1.8476013005146913e-06,3.7022673598271645e-06,2.4088477170704726e-06,2.19541119094381e-06,5.677748145350736e-06,2.716161386270938e-06,3.1756733291511705e-06,5.801836333360321e-06,2.5041405004867067e-06,2.1945527126026988e-06,6.456432899670447e-05,4.5225002668625635e-06,6.681359152294818e-06,1.2339072985125023e-06,1.4940654304431657e-06
4462,2.5776932515013856e-06,1.8503352493287508e-06,3.738044844878431e-06,2.3078084677847973e-06,2.3631749446927152e-06,5.5748625764909364e-06,2.7234762582205567e-06,3.2042493078022562e-06,5.883001885660017e-06,2.4939581902486524e-06,2.0723613449929774e-06,6.27639779104737e-05,4.540672675772537e-06,6.679446331838678e-06,1.27774834763299e-06,1.465747719492302e-06
4463,2.575279755348457e-06,1.8467700098929531e-06,3.7625401975711988e-06,2.212657741247956e-06,2.543326604279777e-06,5.469455101340421e-06,2.7386735428852795e-06,3.24762921564134e-06,5.95566443107816e-06,2.506358584031193e-06,1.9593285130330013e-06,6.075879595901412e-05,4.5468973277576385e-06,6.672138319241603e-06,1.324361835636336e-06,1.4373504163594398e-06
4464,2.5778630116943016e-06,1.838147636536309e-06,3.776414695876536e-06,2.124414947921696e-06,2.7348987572171554e-06,5.365684819282454e-06,2.760743827189705e-06,3.305046742926268e-06,6.018133587131857e-06,2.5432661343827963e-06,1.8550103712218894e-06,5.8576213114509204e-05,4.541700665980618e-06,6.660034245942571e-06,1.3736204887864488e-06,1.4093792432752118e-06
4465,2.584438973500675e-06,1.8260534832730693e-06,3.780036316673689e-06,2.043835388730436e-06,2.9370373294697655e-06,5.267848625823761e-06,2.7885076869614885e-06,3.3753252481863233e-06,6.069968880656355e-06,2.6064450025942636e-06,1.7593196532615935e-06,5.625377510468739e-05,4.52626746276722e-06,6.643861165641366e-06,1.4253144837284213e-06,1.3822599500695751e-06
4466,2.5940651202447654e-06,1.8122711346771413e-06,3.77339008904713e-06,1.97146927403087e-06,3.1489974603243314e-06,5.17996646915832e-06,2.8209679553271043e-06,3.457099664346023e-06,6.111520516841351e-06,2.6974217100236995e-06,1.672382029569152e-06,5.3834028979029686e-05,4.502076822198988e-06,6.624290452606393e-06,1.4791140631199715e-06,1.3563307202591807e-06
4467,2.6060709916594006e-06,1.7986933517897241e-06,3.756178171792153e-06,1.9076506714961037e-06,3.3700623689024827e-06,5.105360435985476e-06,2.857535069443636e-06,3.5490761350151204e-06,6.143241652857194e-06,2.8173485483943095e-06,1.5943330879289436e-06,5.135768022644738e-05,4.4705970810099254e-06,6.601929755076127e-06,1.534520751017467e-06,1.3318446388696255e-06
4468,2.620112903681307e-06,1.7871415093696265e-06,3.728120579647459e-06,1.8524408065280482e-06,3.5993704784232912e-06,5.046599995213638e-06,2.8980504270721152e-06,3.6500333428144745e-06,6.165182052456592e-06,2.9669159356347807e-06,1.5252561049331072e-06,4.885776021024588e-05,4.433380573056971e-06,6.577537129543399e-06,1.5908332209059448e-06,1.3090143560002783e-06
4469,2.6361551531981787e-06,1.7791573057036788e-06,3.6892152716755352e-06,1.8056313770517037e-06,3.835647947091724e-06,5.005930593230079e-06,2.942691050039708e-06,3.758558057234835e-06,6.177027459442955e-06,3.146347762790773e-06,1.46515457281958e-06,4.6356826882794e-05,4.392299240931961e-06,6.552203979128293e-06,1.6471868456134002e-06,1.2880838938532526e-06
4470,2.6543591145819164e-06,1.775899603163545e-06,3.6398038881736528e-06,1.7667988353085359e-06,4.076992099903428e-06,4.985740703680802e-06,2.99186631260869e-06,3.872841717027601e-06,6.178519659206485e-06,3.3553948016025256e-06,1.4139073952454178e-06,4.386728334508055e-05,4.349486246165727e-06,6.527138920630736e-06,1.7026537537033515e-06,1.2693457644370216e-06
4471,2.674899952939217e-06,1.7781353984733043e-06,3.580508940817189e-06,1.735378538718596e-06,4.320884653675024e-06,4.988523957888959e-06,3.0461335538616536e-06,3.990606682753493e-06,6.169589015919488e-06,3.5932833711034387e-06,1.371313049872978e-06,4.139346699052959e-05,4.3070132815360836e-06,6.5030938510626824e-06,1.756321888219993e-06,1.2531674858917525e-06
4472,2.6979217163095885e-06,1.786263684227803e-06,3.512121133498094e-06,1.7108008646654112e-06,4.564485199785974e-06,5.016359313153714e-06,3.106074416397015e-06,4.109005650706799e-06,6.149936896126069e-06,3.858776405051904e-06,1.337207422729108e-06,3.893449752249846e-05,4.266693999087195e-06,6.479995386598619e-06,1.8073224343764709e-06,1.240053882077473e-06
4473,2.7236801651704643e-06,1.8003667476629487e-06,3.4354973623874104e-06,1.6926566620744163e-06,4.805141977205508e-06,5.070388588024379e-06,3.1720964360272434e-06,4.22461558144699e-06,6.118621282954023e-06,4.15056091461681e-06,1.311551848907921e-06,3.648763595434907e-05,4.230130116508244e-06,6.4571820259934884e-06,1.854872571795926e-06,1.230600591713121e-06
4474,2.7526286489385776e-06,1.820330099152285e-06,3.351542892365144e-06,1.680774857815682e-06,5.040928731790517e-06,5.1505939848324424e-06,3.244265426396394e-06,4.333731028267397e-06,6.074239636219179e-06,4.467863660695583e-06,1.2944122628605641e-06,3.4051850390381326e-05,4.198707642746828e-06,6.434024332385374e-06,1.8983654212129804e-06,1.225346693551296e-06
4475,2.7852905823400136e-06,1.846003425885698e-06,3.2612786795609047e-06,1.6751998165828368e-06,5.27090455190041e-06,5.255820520977423e-06,3.3223511578126124e-06,4.432822786095897e-06,6.015556191628908e-06,4.810896392102384e-06,1.2858155560739446e-06,3.1630895310212646e-05,4.173358304770781e-06,6.410365903017633e-06,1.9374139171478134e-06,1.2246793611722462e-06
4476,2.821998881290225e-06,1.8772550147639014e-06,3.1659240702336184e-06,1.6761499930714268e-06,5.494935800198135e-06,5.383886924130502e-06,3.4060673336272273e-06,4.518953261813915e-06,5.9419658443969326e-06,5.180811308841261e-06,1.2855939681439903e-06,2.9234906818764934e-05,4.154334405970928e-06,6.386677426130211e-06,1.97179881909736e-06,1.2288105640088881e-06
4477,2.862675836201136e-06,1.9138843707698024e-06,3.066959576277558e-06,1.6839505671055873e-06,5.7132347026786696e-06,5.531676993119536e-06,3.4952548843510495e-06,4.590153395662268e-06,5.853414598497201e-06,5.57916057835122e-06,1.293322797184162e-06,2.6879543168054766e-05,4.141276288756111e-06,6.36456001318985e-06,2.0014301062327873e-06,1.2377645024143863e-06
4478,2.906803651146697e-06,1.95554952711125e-06,2.966176103574695e-06,1.698899160608776e-06,5.925864503008259e-06,5.695276278656286e-06,3.5898759642339634e-06,4.645773928346804e-06,5.7499277413536764e-06,6.007187711126231e-06,1.3083189105862785e-06,2.45827968245884e-05,4.133385990176388e-06,6.347427962828371e-06,2.026343913183289e-06,1.2513724949435589e-06
4479,2.9535426484134998e-06,2.0017779726081093e-06,2.8656621589130893e-06,1.7211808654860242e-06,6.132335262251759e-06,5.8703080339928575e-06,3.689919950859259e-06,4.6866935182333524e-06,5.631482589379734e-06,6.465448757996209e-06,1.3296474866816663e-06,2.2361596678974528e-05,4.1294273515580766e-06,6.340163082201012e-06,2.046647662323619e-06,1.2692986958511969e-06
4480,3.001852505724988e-06,2.0520430578525054e-06,2.767646269322803e-06,1.7509271738535024e-06,6.3314703039599795e-06,6.05235237869238e-06,3.7953164649446005e-06,4.715262717337121e-06,5.498647272444374e-06,6.953866646520233e-06,1.3561674217619346e-06,2.023064070041344e-05,4.127780827963685e-06,6.347926371384559e-06,2.0624526043548384e-06,1.2910781300962243e-06
4481,3.050725244733607e-06,2.1059773311934063e-06,2.6742642424336386e-06,1.7882655964454822e-06,6.521733536412394e-06,6.237212796946482e-06,3.905830945867765e-06,4.7349479349328634e-06,5.3532314713391335e-06,7.471728306706465e-06,1.3866486992413933e-06,1.8203375290392097e-05,4.126807791102453e-06,6.375368867009539e-06,2.073862550438763e-06,1.316142780986033e-06
4482,3.0996295362327574e-06,2.163657840097345e-06,2.5874143747162187e-06,1.8332256759372578e-06,6.701699619798286e-06,6.421013641418008e-06,4.02089644987307e-06,4.7497169821267055e-06,5.198140664794292e-06,8.017327937246683e-06,1.4199112281073064e-06,1.6293078215008185e-05,4.125212552622284e-06,6.426364996638993e-06,2.080998722774753e-06,1.3438404647939354e-06
4483,3.1488088097818947e-06,2.225666893139191e-06,2.508677878641854e-06,1.8856004923236431e-06,6.870029635482438e-06,6.600092410094271e-06,4.139390115413896e-06,4.7633501229818375e-06,5.036663590289238e-06,8.58754611103291e-06,1.4548934423104397e-06,1.4512837639773992e-05,4.122097723410181e-06,6.503830349071752e-06,2.0840189963567323e-06,1.3734679556303454e-06
4484,3.199079926365056e-06,2.2928129350405203e-06,2.4392221342791515e-06,1.944883368156213e-06,7.024924205318884e-06,6.77056270081482e-06,4.259408343086718e-06,4.778962316084289e-06,4.871822893426017e-06,9.177628931300615e-06,1.4906167433872245e-06,1.2874683085649358e-05,4.116924077132049e-06,6.609556756449781e-06,2.0831570570936566e-06,1.4043573201865165e-06
4485,3.251335111699091e-06,2.3657701380413998e-06,2.379777233482811e-06,2.010297815396422e-06,7.163733868707838e-06,6.927757724671524e-06,4.378139600159537e-06,4.798848083848034e-06,4.7060837795177e-06,9.781051961031027e-06,1.5260872349048264e-06,1.1388612510551476e-05,4.1096831489442385e-06,6.744083679753722e-06,2.0788056887324978e-06,1.4359844611402587e-06
4486,3.306159438184051e-06,2.444921576785991e-06,2.3307666174196194e-06,2.0809268620903095e-06,7.283198427563769e-06,7.066061544692727e-06,4.491977761242795e-06,4.824536026775299e-06,4.5413397125917e-06,1.0389329918250598e-05,1.5602172117934928e-06,1.006213519407637e-05,4.101226960849198e-06,6.9066441355549935e-06,2.0714856868105482e-06,1.4679992052303577e-06
4487,3.3636629445727225e-06,2.530433571080941e-06,2.292503852933714e-06,2.15588591489026e-06,7.380060411978612e-06,7.179351573322722e-06,4.5969385715584186e-06,4.856902952486085e-06,4.378946968725631e-06,1.0991984947322214e-05,1.5918246338889582e-06,8.900414673769985e-06,4.093380161335667e-06,7.0953940224029755e-06,2.0616227487845226e-06,1.5001721071758857e-06
4488,3.4234140765860108e-06,2.622368443814801e-06,2.2653012633020343e-06,2.234393170494175e-06,7.451559857801869e-06,7.261831422423324e-06,4.689224045487707e-06,4.89633834224932e-06,4.219777286073261e-06,1.157710903611071e-05,1.6196620078747657e-06,7.906624616010287e-06,4.088582226131028e-06,7.308049097935663e-06,2.049393084331918e-06,1.532322127832902e-06
4489,3.48445031834309e-06,2.7206377707937684e-06,2.2494058717212073e-06,2.3157050059694724e-06,7.495714353639471e-06,7.308965800599773e-06,4.765646633007832e-06,4.9430902055401284e-06,4.064428289197766e-06,1.213267116655797e-05,1.6424194556333489e-06,7.082250393587156e-06,4.089263318626061e-06,7.542545436185983e-06,2.034824660087079e-06,1.5642406343015522e-06
4490,3.5454480278214502e-06,2.8248911208897313e-06,2.2448299471732106e-06,2.399045486429261e-06,7.511584751882084e-06,7.318284099492282e-06,4.823698868899263e-06,4.9976418264139316e-06,3.913447976620272e-06,1.2648126500092026e-05,1.6587785056956884e-06,6.4273030684729645e-06,4.097357289149205e-06,7.79716968965203e-06,2.0179927640269763e-06,1.5956714630553165e-06
4491,3.6050307943421186e-06,2.934564590341352e-06,2.2512632787938176e-06,2.4836159989921623e-06,7.499460402498855e-06,7.289694511060396e-06,4.861226182503389e-06,5.0606896688920476e-06,3.7672927863906713e-06,1.3115574429010464e-05,1.66757938016246e-06,5.940417013152007e-06,4.11414785590379e-06,8.070116446324933e-06,1.9991006224651862e-06,1.6264354515257277e-06
4492,3.661972518983981e-06,3.049034987960894e-06,2.2681727566672362e-06,2.568656213499011e-06,7.460553195018395e-06,7.224940659906542e-06,4.875962926727557e-06,5.132687219183438e-06,3.62620129807561e-06,1.3530032846445887e-05,1.6680188807194232e-06,5.618852514371142e-06,4.140384706392427e-06,8.358840519082163e-06,1.9784027217380736e-06,1.6565804892058464e-06
4493,3.715139633232298e-06,3.167711871426514e-06,2.2949714497957774e-06,2.6535171513120894e-06,7.3962212041514815e-06,7.126469883851172e-06,4.865544450774697e-06,5.213359407445503e-06,3.4903519124162677e-06,1.3888892111117522e-05,1.659783531086922e-06,5.4584922863036695e-06,4.1764063487570265e-06,8.65955537035306e-06,1.9560543853824826e-06,1.6863258470822106e-06
4494,3.7633514202555395e-06,3.2900312675362573e-06,2.3310601816988165e-06,2.7377155583525054e-06,7.307563312850153e-06,6.99679181796175e-06,4.828325359951961e-06,5.301463596704661e-06,3.3601185080910264e-06,1.4190762279864398e-05,1.643085144497286e-06,5.453894327534773e-06,4.222016408505729e-06,8.96724759749887e-06,1.932031730946945e-06,1.7158142846816918e-06
4495,3.8054262249540317e-06,3.4153476507348566e-06,2.3756911722394695e-06,2.820873288060201e-06,7.195859055945978e-06,6.838798482375112e-06,4.764434966924126e-06,5.3948526071511525e-06,3.236012929776176e-06,1.443444745231424e-05,1.6185581994429044e-06,5.59842973211802e-06,4.276239134919469e-06,9.276389585619376e-06,1.9061977878752258e-06,1.7448984753165014e-06
4496,3.840510049297762e-06,3.5428182426224486e-06,2.4277985607438035e-06,2.902484488048421e-06,7.06315774588108e-06,6.656154633716894e-06,4.67617167565059e-06,5.490890557481824e-06,3.1185256779622978e-06,1.461945815843418e-05,1.5870213291169214e-06,5.884485625722982e-06,4.33731621720529e-06,9.581730005776188e-06,1.8784586963898543e-06,1.7731041674996071e-06
4497,3.868544800482016e-06,3.671506213225189e-06,2.4859678374399427e-06,2.981675861229616e-06,6.912329189445615e-06,6.453102870579301e-06,4.567417899196127e-06,5.587086871835689e-06,3.0082977896387386e-06,1.4748114625562226e-05,1.5492507545870112e-06,6.3036491143429155e-06,4.40302971258321e-06,9.878227446072568e-06,1.848890947836246e-06,1.7997463084897965e-06
4498,3.890526245767152e-06,3.8007112876248383e-06,2.548589499999446e-06,3.0571792924745294e-06,6.746791717432978e-06,6.234129025263741e-06,4.442514429742437e-06,5.681494713299172e-06,2.906401250178828e-06,1.4827104730282837e-05,1.5059325415279038e-06,6.846782432487732e-06,4.471140134676647e-06,1.01602374764869e-05,1.8177134758027332e-06,1.8240910681544904e-06
4499,3.908272962283058e-06,3.930246354617826e-06,2.614142441534106e-06,3.127527500106217e-06,6.57038383184151e-06,6.003921280435763e-06,4.305335333608253e-06,5.772521645568502e-06,2.8142699580002583e-06,1.4867011918837851e-05,1.4577576431872983e-06,7.503974430417545e-06,4.539705894194696e-06,1.0421153391084638e-05,1.785126772554513e-06,1.8454720176541949e-06
4500,3.923847406402648e-06,4.060470605561014e-06,2.681442089004334e-06,3.191352558115296e-06,6.387375594412748e-06,5.767342328295889e-06,4.158934799401357e-06,5.858366445458202e-06,2.7333615589682925e-06,1.4880628953836224e-05,1.405466803112935e-06,8.264431077158884e-06,4.607098971757444e-06,1.0654241265550695e-05,1.7512359345789608e-06,1.8633606585130631e-06
4501,3.939034283068415e-06,4.192073826834269e-06,2.7496081522135483e-06,3.2476654741267332e-06,6.202285377598816e-06,5.529071546136288e-06,4.0056141128448575e-06,5.936741567468527e-06,2.6648998665223447e-06,1.4881468295644843e-05,1.3497835221835606e-06,9.116344009706626e-06,4.6717673336482156e-06,1.0853952546824774e-05,1.7161356976922823e-06,1.8774432746322816e-06
4502,3.955046574093084e-06,4.325678759730185e-06,2.8177156520307805e-06,3.2960263946559767e-06,6.019389098244697e-06,5.293221324980724e-06,3.847110689654959e-06,6.005180407557278e-06,2.6098018621518567e-06,1.4882895640816519e-05,1.291361646616427e-06,1.0046743897043694e-05,4.731993295356334e-06,1.1016436680946146e-05,1.6799816991037493e-06,1.8876974481322964e-06
4503,3.972350390886595e-06,4.461462143892367e-06,2.8844415485470903e-06,3.3366055403919168e-06,5.8421539162337776e-06,5.063255468470576e-06,3.6846827479262685e-06,6.06147291050505e-06,2.568704430160355e-06,1.4897465650723602e-05,1.2307883020913382e-06,1.1041380465526534e-05,4.7857272985461096e-06,1.1138873577675171e-05,1.6429804441112302e-06,1.8943630372695366e-06
4504,3.990560610114968e-06,4.598998626946514e-06,2.948029710131394e-06,3.3701718063980123e-06,5.6728857724647085e-06,4.841932468384436e-06,3.5191038145152116e-06,6.103782821093581e-06,2.5420011420139706e-06,1.4936093712079177e-05,1.1685649880053981e-06,1.2084644901744508e-05,4.830592905198624e-06,1.1218276557097588e-05,1.6054065247755434e-06,1.8977467200791035e-06
4505,4.008490589830904e-06,4.737383051938274e-06,3.0065627460396605e-06,3.3979723173664516e-06,5.512790687806488e-06,4.631175544692627e-06,3.350902899716883e-06,6.130567649918318e-06,2.5298462391587027e-06,1.5007320381204489e-05,1.105088716217022e-06,1.3159466818300499e-05,4.86419932653924e-06,1.1250701271967861e-05,1.5676340247605426e-06,1.89801154493305e-06
4506,4.024421231590191e-06,4.875595555315294e-06,3.0583183901332027e-06,3.4214640584025215e-06,5.362467987014016e-06,4.432226718292786e-06,3.180960811233699e-06,6.140573211425577e-06,2.5321350058348133e-06,1.5117099150702722e-05,1.040693833445623e-06,1.4247041405640199e-05,4.88453447040904e-06,1.1231698258087909e-05,1.5300968636078848e-06,1.895147515195862e-06
4507,4.036564421898038e-06,5.012785762240876e-06,3.102057924933912e-06,3.4419674381265858e-06,5.2225087368827505e-06,4.246066574007203e-06,3.0109322176746843e-06,6.1329291882868695e-06,2.548483871394984e-06,1.5269002738433116e-05,9.75700404441077e-07,1.5326441157171634e-05,4.8902295069417485e-06,1.115813479642169e-05,1.4932476474699348e-06,1.889128566297905e-06
4508,4.04357035147641e-06,5.148060190704408e-06,3.137181375477635e-06,3.4603507960279315e-06,5.093685799091847e-06,4.073626452367647e-06,2.843022903650576e-06,6.107259811701828e-06,2.578213973441142e-06,1.5464484009702068e-05,9.104023280513385e-07,1.63747460372371e-05,4.880774170409738e-06,1.1030194658816514e-05,1.4576033880106064e-06,1.8801481458122153e-06
4509,4.04486735768619e-06,5.279987321404399e-06,3.163684737355006e-06,3.4768104906838385e-06,4.976610156062215e-06,3.9156375614064865e-06,2.67940482670298e-06,6.063815543433977e-06,2.6203308766187943e-06,1.570313770075462e-05,8.45034260454526e-07,1.736824986122886e-05,4.856507754998354e-06,1.085194671508559e-05,1.4237714805580326e-06,1.8687863987745869e-06
4510,4.040746524263571e-06,5.406351007426754e-06,3.181882021385002e-06,3.4907721397179455e-06,4.871351140295094e-06,3.77251625268337e-06,2.521819226847744e-06,6.0036487937884715e-06,2.6735803158761476e-06,1.5983020335580336e-05,7.797606552553758e-07,1.828433350122509e-05,4.818181993677685e-06,1.0630038742771557e-05,1.3923451526825848e-06,1.8559577339814679e-06
4511,4.032268830867265e-06,5.524211243183535e-06,3.1919951152571108e-06,3.5009308808538312e-06,4.7774581863476004e-06,3.6445299632350736e-06,2.371535953905335e-06,5.928749944410432e-06,2.736658081417535e-06,1.630078046365613e-05,7.146666453041436e-07,1.9103198768387437e-05,4.766584877017601e-06,1.037173979315287e-05,1.3637774021501096e-06,1.8426787601098131e-06
4512,4.021068827846489e-06,5.630093773918348e-06,3.1938982438778875e-06,3.505483412881625e-06,4.694229496264085e-06,3.5319472182413214e-06,2.229547046637509e-06,5.842025012719394e-06,2.808450041407699e-06,1.6651282915450938e-05,6.497849081275279e-07,1.9809068095624574e-05,4.702704696365331e-06,1.0084017198296004e-05,1.3383394690185042e-06,1.8298829410470265e-06
4513,4.009047676980361e-06,5.720279181797963e-06,3.1872393041654865e-06,3.5025327456519642e-06,4.620943088503447e-06,3.434930291457617e-06,2.096787290440314e-06,5.7470868746152585e-06,2.888122525518374e-06,1.702704668256871e-05,5.852209390125746e-07,2.039074936529086e-05,4.6280365628638235e-06,9.77397769581728e-06,1.316111601314282e-06,1.8184096307763237e-06
